video_id,title,views,language
0TVXEFES_Ls,ワンピース895話ー日本語,22265,Japanese
BWPx-gQU5wU,Tokyo 7th シスターズ　4周年記念エピソード予告動画　EPISODE 3.0 セブンスシスターズ「スマイル」,4916,Japanese
pIPzwDVB97Q,【メダル対決】ヒョーザーンvs激カザーン勝つのはどっち⁉︎,32959,Japanese
5FuP1Jjujfo,朝の寝癖直し術〜前髪セットは自信なし〜,77917,Japanese
6zYmHOT3j4s,[아라시] 영어로 자기소개를 해보자! / 嵐、英語で自己紹介をしてみよう！,11238,Japanese
4_u64k8ymgY,【海外の反応】「彼は凄すぎて信じられないレベルだ！」フィギュアスケート 羽生結弦がノーミス演技でSP首位！観客はYuzuに熱狂しまくり,16097,Japanese
A5JdMMc5_3s,(아라시) 런던 남자들한테도 인기있는 쇼쨩,15330,Japanese
kf0-KOnF10Q,平野歩夢が銀メダルに決まった瞬間泣いて父親に語った一言に涙が止まらない...平昌五輪で果たせなかった父親との約束とは...,47910,Japanese
LTmFZG1vTpo,子柴ちゃんたちが選んだお昼寝の場所は…🐶💕【PECO TV】,23411,Japanese
OZzM5zNbCME,【ハイライト】ドルトムント×アタランタ「UEFAヨーロッパリーグ17/18 R32 1st leg」,113211,Japanese
0KHYYzGT_jc,【漫画動画】 SPLATOON 長編漫画: チームメイト JP Part-26,8648,Japanese
Q16j1L774bo,夏より冬のキスがうまい!?絶品越冬ギス‼,70669,Japanese
OUBSXneO0QE,無職転生　- 異世界行ったら本気だす - 第10~18章 [Manga Videos C] [Mangavideos],7502,Japanese
joZmOrknpRE,【NHK】【ノーカット実況なし】飛んだ！ほえた！泣いた！羽生結弦、金メダル！＜ピョンチャン＞,2018466,Japanese
xEXjRycQKmw,【Chase Tag】アクロバティックすぎる鬼ごっこ競技がハンパじゃない！！,1633577,Japanese
sPHYj-6SBPg,羽生「昌磨はゲーマー」宇野「スケートより努力してる」,140608,Japanese
s4tHikyciGU,鍛冶屋で買った最強の包丁の切れ味が規格外すぎた。,455842,Japanese
2B8MeIEJmZI,180217 SHINee World 2018 The Best From Now On - Ending Ment,93132,Japanese
a8ikMn8WVPI,羽生選手・宇野選手にインタビュー＆ビートたけしがコメント 2月17日,139184,Japanese
MjYwBgJfYsc,羽生結弦金メダルの瞬間!!  家電量販店は街頭テレビ状態に!! Pyeongchang 2018 Men's Figure Skating Gold Medal,130168,Japanese
yM8cVyw7f-8,180217 쿄세라 돔 콘서트\n2018 SHINee ～FROM NOW ON～ \n오늘 기범이 끝인사\n수고했어 기범아 정말 잘했어\n#기범 #キー #key #샤이니키,96355,Japanese
rvgoaNsuV5s,意外と気付かなかったシルクの悩みがこちらです…,550598,Japanese
yoWoYurxQjY,【競馬】[ゲスト・天童なこ] それ乗り　競馬TV＜フェブラリーS(G1)＞[MC：ユーマ、砂岡春奈]（18/2/17）,12815,Japanese
RW5ubJzXJyA,織田信成 号泣 生放送 松岡修造 羽生結弦 五輪連覇 平昌,308869,Japanese
mxpbT8KbvB4,平昌五輪 羽生結弦＆宇野昌磨、勝者のインタビュー映像 【金】【銀】メダル授与の直後 フィギュアスケート男子シングル,36206,Japanese
VfTC2rzbAoM,“頭ﾎﾟﾝﾎﾟﾝ”“緊張しない”の真相とは⁉　🥇羽生結弦　🥈宇野昌磨　特設スタジオ生出演　【追跡LIVE! Sports ウォッチャー　2018年2月17日(土)】,11785,Japanese
teAoK8CREIw,【大食い】約７㎏チャレンジ　ラーメン布袋【チャレンジ】,83587,Japanese
F1yZW1phnbg,羽生結弦が金　宇野昌磨が銀　五輪男子フィギュア(18/02/17),123490,Japanese
A_VVU3pHrlU,【NMB48】握手会が終わった後の楽屋にて…,67965,Japanese
dFW5imMJfn4,【競馬】フェブラリーS 2018 最終予想 あの2頭は消しました。,9477,Japanese
ja4qa_g5Ly8,ピョン対ホン　辺氏がヒートアップ！2018.2.17,12534,Japanese
x2ICrz1xWT8,モモはステージで何かをよく落とす♡【ガオンチャートTWICEパフォーマンスFull】,129480,Japanese
_J2eN1LySWg,たった10分で子供も大好きハンバーグ丼！,36974,Japanese
Kjoks4a7iV4,なぜか『社会不適合者』の烙印を押される心理ゲーム,89759,Japanese
fMn_SLlKUO8,インドの魚のフライの作り方,86747,Japanese
Das6C3f-Tyc,【海外の反応】外国人『宇野昌磨はオリンピックの魔物に気付いてない。羽生結弦がオリンピックの魔物だった！』→『羽生結弦が平昌で金メダル！五輪2連覇達成！ 』,36791,Japanese
eKZLOQqOfUs,【謝罪】猫たちに謝らなければならないことがあります…,64330,Japanese
-4sTmNTKmGM,釣ったアジとシーバスでハンバーグハンバーガー！？,184658,Japanese
wWBa_fTVjhA,【壊滅的】吹けないリコーダーイントロドンが面白すぎるwww【夕闇】,47650,Japanese
efPhOzaigI0,羽生結弦の金メダルまでの3ヶ月！貴重な秘蔵映像！ファンの声も,12217,Japanese
iyNT0G5SnO8,10kgのサメ全部使って超特大かまぼこ作るとこうなるwwwwww,193060,Japanese
7N7NxIu4baQ,トシゾーの「失敗した買い物を見せてもらう」配信,29863,Japanese
FiyzU8_fW04,守備範囲は菊池並み？吉川尚の守備がすごすぎる件ｗｗｗｗｗｗ,117132,Japanese
NYUU4UwD8v4,Kamen rider Ex aid The Final Stage : Gemdeus Muteki vs Hyper Muteki.....,133443,Japanese
NyxFxdOzGhA,足元でまさかの尺超え高級魚‼,109697,Japanese
Sz23GjPw6Pc,【番外編】西村博之が「ニワンゴ」に戻らない理由【2017/11/28~12/20】,4331,Japanese
YCadJOkxYeA,羽生結弦と宇野昌磨が９年前の約束を果たし涙が止まらない...平昌五輪で金・銀フィニッシュにファン感動…,152509,Japanese
PEkn80m6TqA,【高橋大輔解説】羽生結弦涙の連覇達成！,150827,Japanese
auKe5SrBurk,See You Again covered by 渋谷ジャパン(おるたなChannel) & TAKASHI / Wiz Khalifa ft. Charlie Puth 日本語ラップRemix,60997,Japanese
H0ImEf7t7BA,平昌五輪 羽生結弦が2位！フィギュアスケート男子ＳＰで各国ジャッジがつけた点数表で自国を1位にして浮きまくる珍事が発生！,175253,Japanese
mpyy26G5qHo,【藤井聡太】羽生善治竜王を破り決勝進出、歴史的瞬間を最終盤から終局まで,148441,Japanese
tttw2jy6Brg,180217(土) 巨人 吉川尚輝 vs. 田中俊太「2ndレギュラー争い」【赤星解説】／ プロ野球 ハイライト 読売ジャイアンツ,36791,Japanese
tOXBznHOIt4,【乃木中】色んな設楽さんまとめ part2 【バナナマン】,150742,Japanese
jBbnk-v8HkI,羽生結弦 フリー演技後メダル確定の瞬間！,55912,Japanese
zFoV8HH1xn8,おしゃれオフィス Pinterestでランチ #472 [4K],4920,Japanese
a5FE0U-EYmo,髭原人と乗らせてみました。#40,90027,Japanese
py9d4TdmCQw,【優勝＆昇段】広瀬章人八段 vs 藤井聡太五段 勝利の瞬間まで【朝日杯将棋オープン戦 決勝】【将棋】,91532,Japanese
WR2z7T1zmJg,【銀魂文字おこし】全〇と爆発、両方入っているのが「銀魂」です！【202話～265話までの人気回ランキング#1】,12537,Japanese
qNuzLa3pgfE,シャンシャン248日齢、食料めぐって血肉の争い,19684,Japanese
xpVfcZ0ZcFM,Drake - God’s Plan,9528846,Japanese
GDkqpaRhir8,【BTS日本語字幕】韓服を着てだるまさんが転んだ！〜韓国旧正月、새해 복 많이 받으세요〜,37755,Japanese
OBzbIcJ6iFI,驚異の速さで藤井六段誕生！！藤井聡太五段 vs 広瀬章人八段　第１１回朝日杯将棋オープン戦 決勝　初手から解説,37992,Japanese
HkONJ_ilGDw,【大食い】10人前！簡単♥ミートソーススパゲッティ！！懐かしのあの味にニヤニヤする♥ 〜3合追い飯があるよ〜【ロシアン佐藤】【Russian Sato】,110155,Japanese
YthhT_zMFzo,無人攻撃機トーマス,138349,Japanese
MNupe3gmJYY,乃木坂46「いつかできるから今日できる 自惚れビーチ その女」,49412,Japanese
rtsYstRPkGY,Pilipinas Got Talent 2018 Auditions: Josief Valenzuela - Voice Impersonation,925978,Japanese
eL5wawtaV3M,阪神VS楽天2018年2月16日（練習試合ハイライト★）,79016,Japanese
modmaVW9EKI,【本職】クイズ王、同時に一般人15人を倒せるか!?【手加減なし早押しクイズ】,76668,Japanese
dGml7auAN1Y,イッテQ 手越祐也タイキック連発 イエ〜イ！,43254,Japanese
fZhZvtpll-Q,よしもと新喜劇 2018年2月17日,18623,Japanese
ITniBEnbYVw,フカセの聖地モンパチ高里さんと五島列島で釣り！ #4,57364,Japanese
WXoK2ktNuR0,ドリ天 Vol 50 2 ⑥ いか天20年の歴史総集編,8999,Japanese
CsQ_8V6SGvs,平野歩夢インタビュー　好きな子いる？の答え,31004,Japanese
xa_avYz0VUQ,「30th ANNIVERSARY Live Blu-ray Box」ダイジェスト映像,9893,Japanese
x4Kii3eZWsM,【下野紘】3/14発売1stミニアルバム「Color of Life」コメント＆「Black Thunder」Music Video (1Chorus),9655,Japanese
5JiUTuPHdv4,錦織圭 完全復帰 神ワザ連発 QF (NY OP 2018),27309,Japanese
_y2-Aj53sxw,"2018 NBA Celebrity All-Star Game - Full Game Highlights | Feb 16, 2018 | 2018 NBA All-Star Weekend",4355331,Japanese
mACh0_VRDoc,【平昌五輪】金メダルを取った羽生結弦が宇野昌磨にしたある気遣いにファン涙！ノーミスのSPで連覇おめでとう【erika】#hanyuyuzuru,22201,Japanese
uY6s-QEfkVA,賭ケグルイ 実写とアニメの対比 #03,157655,Japanese
PdkVex311Zs,【フェブラリーステークス2018】1着予想！単勝ならこの馬（最終予想）,10596,Japanese
v2pRn4NvKo4,2月20日　リスクLISKは5倍、10倍になるのか？　ビットコイン,13403,Japanese
dorOSi4Becw,名探偵コナン 2018 名探偵コナン HD Vol 8,29131,Japanese
XV_QQ7Unqng,【平昌五輪】宇野昌磨が羽生結弦とフェルナンデスに衝撃発言にネットがビックリ仰天「ただの天然じゃない」,86939,Japanese
2e4-nWyCWAY,【銀魂ラジオ】銀魂ラジオ何でもありです！！！【文字起こし】,13444,Japanese
UiMUqoI41s4,【大転倒】人生3回目のスノボしたら大変なことにw長野県のスキー場を派手に滑る！名物の自家製チーズカレーも堪能！【MEGWIN×大人チャンネル】,54411,Japanese
GKpujELy-kU,2017年度のゲーム課金額の計算がほぼ終わりました。○○○万円です,25737,Japanese
3arPSEFOB7g,ハビエルフェルナンデスが羽生結弦に抱いたある思いに涙が止まらない…平昌五輪でハビゆづの夢実現にファンも涙…,85634,Japanese
Bld6pGfMOTw,スカーは足を触るとキレます,22172,Japanese
WjCbbDmoDf4,2/17高橋周平・2安打1打点の活躍　VS巨人 練習試合,20141,Japanese
mgp7o4hb3_g,【短いっw】なんとなく撮りましたがバリスタアイの紹介みたいになってしまった笑,17276,Japanese
k9GBXljO9Hs,関ジャニクロニクル 2018年2月17日 180217,19938,Japanese
ymXQoSH_ZB4,笑点 学級崩壊,7145,Japanese
JPWDTbI8N4w,【未確認生物UMA】全員喧嘩でぶっ倒す方法ガチで考えてみた,139502,Japanese
rXSQlvTANzE,【銀魂文字起こし】銀さんのCVオーディション秘話　「杉田さん知ってる？この銀コンってやつ」,19109,Japanese
4Xxvd0JAK74,[아라시/嵐] 셋째 형 방송에 놀러 아니 일하러 왔어여~,21657,Japanese
lZJnkNUX6nI,ニガミ17才 / ただし、BGM,7258,Japanese
BDypJB6ktvM,【走れバンタン】EP.40 ジョングク 顔面 はぁ〜 最強じゃない？【防弾少年団(BTS)】,71486,Japanese
Jwt9fEFul28,【櫻LIVE】第278回 - 田北真樹子 × 我那覇真子 × 櫻井よしこ（プレビュー版）,12364,Japanese
7IvXuVpnQyQ,テレ朝・弘中綾香アナがオードリー春日に嫉妬！活き活きしてる若林を見て反省ｗｗ,10908,Japanese
tmeFDVlIRkM,华晨宇《双节棍》-《歌手2018》第6期 单曲纯享版The Singer 【歌手官方频道】,309701,Japanese
fJt2Th8DScM,中日 ドラゴンズ 2018 2/17 春季キャンプ,5991,Japanese
QN_GQL3z-Pw,《阪神/2月16日/対楽天》6回裏に7点の猛攻！！今年は長打力が一味違う(6回裏の攻撃ノーカット),6681,Japanese
z1K-KEgX7CM,眞子さまと小室圭の結婚延期に対する明治天皇の玄孫が大胆発言した・・「◯◯になった」,50933,Japanese
o-7eRb9KVYU,野球スイングみたいに振るとよく飛ぶよと教える動画があった。共感！,11826,Japanese
11T60xb2ri4,カード収納ファイルの作り方&購入品♡,4915,Japanese
5Aa0yBBB2lw,ガチャガチャをまったく知らない国にガチャガチャを設置、すると・・・,31835,Japanese
geXRStPE8-s,テンションの高いテテグクと静かなヒョン達『BTS 防弾少年団 방탄소년단』,22139,Japanese
RxGQe4EeEpA,좋아 by 민서_윤종신_좋니 답가,156130,Korean
hH7wVE8OlQ0,JSA 귀순 북한군 총격 부상,76533,Korean
9V8bnWUmE9U,나몰라패밀리 운동화 영상 2탄 (빼빼로데이버젼),421409,Korean
0_8py-t5R80,"이명박 출국 현장, 놓치면 안되는 장면",222850,Korean
bk55RbxiQdI,김장겸은 물러갔다 MBC 노조 환호와 눈물,84466,Korean
AmP0ryzDmbY,김정숙 여사는 왜 갑자기 문재인 대통령 주머니에 손을 넣었나? 인도네시아 대통령도 깜놀,188707,Korean
4Nxb_nQDYWo,예능신 이광수 하이라이트 모음,114858,Korean
cplEUy1zk80,[일본반응] 한국이 인도-태평양 안보라인에 참가를 거절 !!! 난리가 난 일본,70166,Korean
iToRdbxuMtg,현재 논란중인 홍대 머리채남,65547,Korean
poY-l_1poYA,"[핑크상사] 5화 - '막둥이' 김현정, 중고차 트라우마(?) 극복할 수 있을까?",17868,Korean
9dQ02l7YlQI,"우리가 원했던 경기력 !!! 손흥민 멀티골, 기성용 탈압박 ● 대한민국 vs 콜롬비아 ● 하이라이트",1812042,Korean
3NgzuR6mCT0,눈물 흘리는 관상전문가 ㅋㅋ,260467,Korean
_GQ2ymrME2Y,슈퍼모델 4행시 순발력 실화냐 ㅋㅋㅋㅋㅋㅋㅋㅋ____ feat. 강호동,85021,Korean
o4_tHTmniw4,WannaOne (워너원) - 'Beautiful' M/V (Movie ver.),2580925,Korean
gmavEUSx1eA,슈퍼우먼 이재정 대단! 전희경 종북몰이 박살! 핵사이다~,83873,Korean
BOo4GnCfoEo,[TF영상] 성심병원 간호사 장기자랑 논란…키·체중 제한도 있어,419815,Korean
mrEqnxtq_Hk,방송 최초 공개! 소녀시대 써니의 하루 일상 [너에게 나를 보낸다] 2회 171109,299101,Korean
zMHOvFaLaBs,김준면 인생 새로운 경험 90cm우동면발원샷 [맛있는 녀석들 Tasty Guys] 142회,75564,Korean
9r5ncSsv59I,"손흥민, 차범근이 부르자 말없이 안겨서 울다!!! 차붐도 덩달어 코끝이 빨개집니다",290742,Korean
JN62XAh1jOA,The MOST DIFFICULT Korean SAT English + Maths Questions!!,104070,Korean
Ssx4JpUsW_U,"[ 전체 ] 김어준의 뉴스공장 1113(월) 박범계, 최강욱, 김준형, 정청래, 임상훈",88115,Korean
fiI4YwN3TNM,[속보] 김모씨 방청소하다 그만.. [ 꾹TV ],182505,Korean
WSasKXK0nhI,(심층해설) 이명박이 문재인 잡아라! 윤창중 TV 칼럼(2017.11.13),56248,Korean
AhcdSlUrAqk,고양이와 또 감사합니다.,204914,Korean
DKENZsdZ8Ho,국카스텐 (Guckkasten) - 이방인 M/V teaser,18867,Korean
DQJp8uoRSXk,17년11월13일 APEC에서도 외톨이 문재인(포토타임.환영만찬),96820,Korean
K45GLGZXY4k,"'박정희에게 길을 묻다' 세미나에 다녀와서 (정규재 칼럼, 11월 13일)",58676,Korean
YQ2lbAaw8SI,아는 형님 102회 예고편,370244,Korean
d5bsz2nJvrM,顽强的小生命! 婴儿靠自己力气从妈妈肚子里挣脱出世,8266,Korean
O5V8CUj-fmg,[1일 2강다니엘] 아름다운 녤 🦋,13662,Korean
g0SNaoqC7Cg,"김어준의 뉴스공장 [17.11.13] 박범계, 최강욱, 준형, 정청래, 임상훈",102348,Korean
IJtOFyXxRpU,"베이블레이드 버스트 갓 16화 예고편, 슈를 찾아라! [BEYBLADE BURST GOD TRAILER]",18055,Korean
GiuQ33p-jEU,머리에 우주를 품은 혜서니 ..♥ [feat. 기우쌤] ♥혜서니♥,263044,Korean
P9KQOvLRVNQ,"박지원의 이명박 기자회견 극딜!! 안초딩, 바른정당 자꾸 기웃거리면 나 민주당 간다 꿀렁꿀렁 하지마!",59759,Korean
sZqZgEEB5SI,"송종국이 전부인에게 저지른 충격적인 일들... 결국 김민희 홍상수에 분노한 전부인의 멘탈,  가장 불쌍한 건 아이들?",413871,Korean
uJTDJJ3BgMQ,[원피스 813화 4편] 최초로 밝혀지는 푸딩의 진짜 속마음.. ㅠㅠ,338582,Korean
Shxu7Iyl9ds,조갑제TV/집무실에 김정일 사진을 걸어 두었던  김관진 장관,42606,Korean
jRItDl-NstA,시진핑 지 숙소로 문대통령 불러 또 사드 훈계? 중국에 장사하려 민족자존심 파는가? [세밀한안보] (2017.11.13) 1부,44248,Korean
FT0jBSkCqjQ,[겁 없는 녀석들] 한반도 최고 허세남의 최후는?,204935,Korean
txg6RnfzM38,[칵션] 멜론음악 실시간 차트 11월 2주차 TOP30,149601,Korean
m3AxIeQ3StA,IMF총재 관심 독점한 문재인..아베총리 여사님께 친한척 현장,217077,Korean
GcQ5HUKUaTA,[박정희 대통령 동상 기증식] 좌빨 놈들 잡으러 상암동 박정희 대통령 기념관으로 출동!,28141,Korean
6ZXFbgEVg1o,이명박 정신 못차렸다! 박지원 역대급 돌직구 터졌다! 개선장군 올림픽 나가냐! 출국 발언 완벽히 발라버렸다,62856,Korean
YL211gvSyFM,(몰카)  전여친이 내앞에 나타난다면?! ㅋㅋㅋㅋㅋ,260596,Korean
fz7whSExAk4,용큐놀이 해보았다! 이용규보다 파울 많이치기 도전!!,30406,Korean
LIbLZ_ZUebs,나루토 레거시: 보루토 특별 영상 풀버전(한글자막) - 로드 투 보루토,280873,Korean
_cYPL2kh81g,다문화 고부열전 - 남편만 믿고 기고만장한 며느리 때문에 기죽은 시어머니_#002,11452,Korean
T4AEfAT3I_A,2017년 11월 12일 (일) 뉴스룸 다시보기 - 정치보복 의심…MB 공항 발언,121299,Korean
5fiGQcd0FGk,MB 출국 전 입장 발표...바짝 쫓는 검찰 / YTN,104885,Korean
pshpVtJJSqg,[다다블리] 없어서 못 먹는 요즘 핫한 편의점 간식,31298,Korean
fC7PIC9HskU,토르: 라그나로크  THOR: Ragnarok  묠니르의 명복을 빕니다 (한국어 CC),26676,Korean
JbIciJRSY10,★멜론 2017년 11월 3주차 최신가요 멜론차트 연속듣기 l Kpop Top 20 l 가사 모음★,13549,Korean
UWI3gbjL0k4,심상찮은 미분양 증가 조짐…거대 폭탄 될까 노심초사.,20051,Korean
R5phEt-KJuE,범죄도시는 도대체 왜 흥행했나,215525,Korean
WyvtwqaWCy8,171113 WannaOne (워너원) - Nothing Without You (Intro.) @ Wanna One Comeback Show,44083,Korean
vHdEl9deG4I,트럼프 세레모니로 보는 한중일 삼국삼색 예우법,341243,Korean
cwcof34YxVQ,(충격!)이 시점에 이명박이 두바이로 가는 충격적인 이유!  이런 이유였다니..,146317,Korean
_EdCoOqrj4s,백반토론 나는 짐이다 171113(월) 9595쇼 '어떻게 나가실 생각을 하냐? 내맘이지!',28897,Korean
4S4I1cUK2xw,바른정당 이준석 폭로에 김무성 폭발 너 지금 말 다했냐?문재인 대통령 우병우에 분노 특별지시 처단하라!,377469,Korean
m3NzK_u9FMI,"코미디언 정종철 아내 황규림 자살 유서 사망? 정종철 이혼 재혼 루머,",205677,Korean
nFTEV-B2qmE,"영화 1987 예고편 (김윤석, 하정우, 박희순, 이희준, 유해진, 김태리, 여진구, 강동원 등)",290960,Korean
5aB0Ux6sucY,"[변희재의 시사폭격] 대한애국당 최고위원, 서울시당위원장직 내려놓는다",70801,Korean
QLOT92uIITo,Saada Time | Dhira Gill | Maha Film | Full Video | Latest Punjabi Song 2017,753347,Korean
gjUSs3Jd4hM,딸기모찌와 짱뚱어탕을 처음 먹어본 모델!! ㅋㅋㅋ (338/365) Model Tries MUDFISH Soup!! lol,26785,Korean
JzYfGVwZ7dQ,드래곤볼 슈퍼 116화 30초 무삭제 예고편 : 풀파워 극의 에네르기파 케프라에게 작렬!,73676,Korean
nUZZs9dOMJ0,[FULL ALBUM] Wanna One (워너원) - 1-1=0 (NOTHING WITHOUT YOU) [Repackage Album],144091,Korean
kJmJ_qTgBb8,미군이 험비 대신 구입하는 한국형 소형전술차량 KLTV,200053,Korean
dRMuDqHp9dI,그냥 넘어가는 일이 없는 외교참사 이번에는 중국,30298,Korean
Tjo4s7AMpfM,해외직구한 아이폰 X 개통방법 및 꼭! 해야할 것 총정리. 직구하신분들 꼭! 참고하세요!(How to use iPhone X in Korea),45357,Korean
swKs9PC5Krg,피부과 레이저 시술 롤플레이 Dermatologist Laser Treatment RP,130842,Korean
Rd9SLEKpiYk,김어준의 뉴스공장 11월 13일 (월) 전체 풀버전 정청래 박범계 최강욱 김준형 임상훈 / 이명박 출국 인터뷰 내용+ 이동관 등 김은지 기자,16277,Korean
xPreuX7D4PA,[ASMR] 수학 공식으로 귀 녹여버리는 '로키' 톰 히들스턴 (수험생 필수),104088,Korean
QO7-sgyLsA0,SBS [사랑의 온도] - 13일(월) 예고,14300,Korean
AGShaNYQA9Y,1마리에 54만원..?!! 한국에서 제일 비싼 랍스타집 클라스 미쳤다..,508384,Korean
mVPmIny-gZY,☆섞박지ㅡ보리밥과 건고추로 담그면 설렁탕 집의 그 맛을 더욱 깊이 느낄 수 있습니다!☆★Radish Kimchi★,9485,Korean
hhzDPJdt42k,안녕하세요 효니월드입니다.,28569,Korean
pL0ryDuCH4k,윤석열 지검장 교체 검토 억울하다! 충격,289761,Korean
KcqZf5hb0sM,숫자 3개가 모두 보인다면 여러분은 특별한 눈을 가졌습니다.,1135745,Korean
MQWHxTHDfHM,대통령을 묻어버린 '거짓의 산' 15편 | 차은택의 거짓말 퍼레이드!,29297,Korean
oYlG0V4HNlI,너무 예쁜데 패션센스까지?! 여신급 비주얼 쇼핑몰CEO[빼빼로데이 강남야킹]/171111 │ 남순 #2,39558,Korean
7zoZ14Z3Lnw,[김정민의자연사박물관]1부-죽음의 대서사시 - 트럼프 대통령 연설문 대해부,18040,Korean
Pd46Er8RWo0,코트 괴물취급하는 여자만남 개웃긴 약빨방 ㅋㅋㅋ  (노래하는코트),31433,Korean
vY9iQ61qwQc,[상상극장] 13층의 비밀｜빨간토마토,118657,Korean
V61roUxihXU,"[리플] '스미노프 아이스톡'을 마셔보았다! 상큼하게 마실 수 있는 스미노프 애플, 메론톡 리뷰! | Ripple_S",231030,Korean
fMisBfu4iSs,문재인 대통령 아베의 트럼프 맞이,2789395,Korean
go8Y1X0ECZY,[FULL ALBUM] Wanna One (워너원) - 1-1=0 (NOTHING WITHOUT YOU),32181,Korean
TsxkhdDRsDI,기자들에게 역정 낸 MB 상식 벗어난 질문 말라,15814,Korean
zHfdgW4hy8A,뚝배기 309개나 깨버린 전설의 여자 저격수 실화 영화,69885,Korean
JH9V6cVcN-4,[주식투자]최승욱의 상위1% 진짜주식(2017년 11월 13일  월요일),8129,Korean
59VIEKvKJA8,요정들의 여왕,49147,Korean
XdVhT60Loxg,유설(YUSEOL) - 'Ocean View' M/V Teaser,162551,Korean
cCOPLqDibfQ,Wanna One (워너원) - 'BEAUTIFUL' Lyrics [Color Coded_Han_Rom_Eng],464322,Korean
J90PtTxIpLA,아키네이터야 할매도 찾아줘!!  아키네이터가 할머니도 공대생가족도 찾을수 있을까?[ 공대생네 가족 ],117143,Korean
ywmwUaPQ9xo,[에렌디라] 저는 애기같은 얼굴이 아니에요,84987,Korean
VF2ADI5agOg,Ep 31.문과1등 이과 1등 보이스피싱을 당하다???,498073,Korean
RcIPRBz998g,"김정숙 여사, 문재인 대통령 재킷 주머니 '수색' 해프닝 [씨브라더]",185301,Korean
Sx-gpxBft4M,171112 세븐틴 목동팬싸인회 클레오파트라게임 wonwoo focus,12522,Korean
9cL5DZI-k0s,천재가 무서운 이유,535876,Korean
hljD0ExqCh0,고토를 보고 흥분한 오른쪽이 귀여움,108020,Korean
FQnL1HlPtMI,Kundhi Muchh - Pamma Dumewal || Official Music Video || Reejhan Films,237673,Korean
9XKpCpraezg,레바 결혼걱정 없겠네!,90386,Korean
enenslmbKJ4,[비누국 생방송] 벌칙으로 켠김에 왕까지.. 핵발암 물질로 만들어진 항아리게임 쉬지않고 클리어하기!!! Getting over it,64837,Korean
GdZBsz301yk,"[1080p] 강다니엘, 너와 함께한 시간들 6편 (The happy moments with you, Kang Daniel ep.6)",15375,Korean
4CWYylzQh7g,[嵐/아라시] 옷 고르다가 빡친 오노 ㅋㅋㅋㅋ,9763,Korean
oGj5-or4DtA,카르도나 인종차별이후 더 빡치게 만드는 콜롬비아 방송,41637,Korean
6GEawVjs1hs,뉴이스트 ㅣ 조상러브들 익룡설,13201,Korean
OJ3we7LMggc,"관훈나이트클럽 #20 “구속 안 된 김재철, 해임 안 된 김장겸”",78450,Korean
YSh7kp6umTc,《猎场》第12集：秋冬迎接未知新挑战 拒绝林拜的帮助 Game Of Hunting EP12【欢迎订阅 芒果独播剧场】,27352,Korean
pkEs6sCA9nE,중국에 질려버렸다…단호히 거절한  롯데마트,345008,Korean
m4Gypf62LBY,촛불주역들 문재인에 반기,45444,Korean
ezfXyNqjljs,"[최마태] 리플s 출연진 프로필촬영 현장. 여름, 석준, 진아, 미나, 민욱이 까지! | 노잼일기장#17",137147,Korean
iDdElhzVx_c,171110 마르셀로 미친 중거리 골!!! ●일본 1:3 브라질 하이라이트!,467546,Korean
Svkg904ASjk,유기성목사 요한계시록 강해 08. 속히 미지근한 신앙에서 벗어나야 합니다!,9628,Korean
F03qkeDeCOo,💗품바여왕 버드리💗관객박수호응 100점 최고 멋진 공연 2017년11월11일  사천 이벤트 국제 로타리 클럽 연수회,62823,Korean
xHkxALq6q7A,고양이랑 숨바꼭질?! 숨어버린 [우리 고양이가 어디갔지] !!!,82438,Korean
HfHlzm1buvE,국격박살 문재앙 - 가는 곳마다 뻘짓,148370,Korean
Y3xl9ihWc_U,Latest Punjabi Song 2017 | Balkar Sidhu | Jatt Patya Gaya | Goyal Music | New Punjabi Song 2017,542087,Korean
vxfDYCYvdMw,드디어 잘하는게 생긴 김종현 (귀여움주의♡),30848,Korean
XUsv0zVWUiQ,"이 점수가 가능함?? 라이더 초고수들 다 모이삼!! [ RIDER ] - [테드tv,Tedtv]",632734,Korean
lXi8y3g4PP4,[돈꽃 OST PART.1] ISU(M.C THE MAX)(이수(엠씨 더 맥스)) - My Way (Official Audio),56037,Korean
BRGn0mLy-VM,"미국언론의 시선! 트럼프는 한국에 맞췄고, 일본은 트럼프에 맞췄다",622784,Korean
498dj0zb1S0,"[법륜스님의 즉문즉설 제 1337회] 업무상 해치는 신체적, 정신적 건강",21391,Korean
YJkknzyEerc,기생수 마누라가 집을 나간 우다 마모루의 등장 / Parasyte 7-1,156292,Korean
XwV_WziEBRY,가나 원빈샘 오취리의 가나 나들이!한국 엔터테이너 오취리의 가나탐방기![TwoSamTV],41997,Korean
Gz5CLuByTQQ,"[17-18 쇼트트랙월드컵3차] 여자 1500m 결승 - 심석희, 최민정",71545,Korean
kymH-FhU1u4,"[기성용 볼터치] 수준이 다른 미친 탈압박, vs 콜롬비아",190463,Korean
Vt3kUwhy1s4,[기생수] 염산(?) 맞고 폭주하는 기생수 시마다 ....,150411,Korean
BNWFh7hcBMo,허경영강연 1103회 2부 실시간방송 트럼프의 국수외교와 아베의 극우외교와 문재인 대통령의 중도외교가 몰고올 한반도의 위기!,20731,Korean
Nay8oG9X2sA,런닝맨 [소민 귀엽다고하는 동해],25655,Korean
